YHR055C	-1.82688	1.97056E-008
YJL127W-A	1.39849	1.16266E-009
YDR034W-B	1.35748	9.71032E-013
YAL064C-A	1.56115	1.87123E-036
YOL013W-A	1.88653	4.37432E-040
YCR102W-A	1.39992	0.00028
YDL130W-A	1.18242	0.00383
Q0130	2.91372	5.44124E-042
Q0085	1.38312	0.00008
Q0080	2.99614	5.59538E-042
Q0075	1.97753	1.399E-009
Q0045	1.45168	4.91016E-008
Q0017	1.92492	7.16204E-009
YMR287C	1.42523	3.73185E-013
YGR188C	1.32177	2.55345E-017
YBL014C	1.52423	1.1127E-032
YAL005C	2.14406	2.29425E-014
YHL038C	1.62186	9.75487E-032
YMR058W	2.29757	1.10764E-028
YDR488C	1.68146	1.31151E-030
YDL156W	1.80381	1.04372E-019
YFL021W	1.4656	0.00076
YKR063C	1.68957	3.48118E-017
YHR070W	1.66234	1.41687E-016
YNL240C	1.5121	0.00176
YCL017C	1.20576	1.44156E-008
YHL012W	2.30135	3.81463E-017
YLR438W	2.53179	6.43942E-030
YBR287W	1.72501	4.61351E-014
YOR303W	1.30638	0.00072
YJL059W	1.42762	9.11834E-024
YNR015W	2.13204	2.52019E-015
YML018C	1.66304	1.37093E-031
YDR033W	1.60419	7.87984E-022
YJR107W	1.27462	1.18563E-024
YLR340W	1.66685	0.00002
YPL079W	1.84524	3.64338E-044
YOR107W	2.09126	2.03009E-020
YJL079C	1.24153	0.00092
YDR043C	1.56928	3.67375E-009
YJR104C	1.33778	5.75502E-009
YCL058C	1.493	1.56945E-043
YDL123W	1.28694	6.14185E-007
YOL165C	2.11185	2.3197E-038
YNL259C	1.69318	4.05022E-024
YAL043C	1.55382	0.00032
YOR337W	1.58922	9.5562E-006
YMR179W	1.57155	2.10501E-027
YFR022W	1.56966	2.91897E-015
YKR018C	1.38767	0.00003
YLR424W	1.4533	0.000000158
YLL028W	1.76455	3.11446E-039
YEL020C	1.27055	0.00001
YJL110C	1.55375	1.39887E-032
YGL012W	1.20805	0.00015
YPR078C	1.51707	2.07489E-007
YDR451C	1.56052	5.0343E-015
YDR214W	1.59586	2.2112E-011
YDL129W	2.16679	1.29363E-024
YCR047C	1.96104	8.59495E-007
YMR195W	1.62027	4.80494E-013
YPR038W	1.33724	0.00588
YHL045W	1.36592	2.00998E-008
YLR415C	1.2884	0.00032
YOR153W	1.78755	1.99533E-012
YBL066C	1.65235	5.07789E-029
YIL130W	2.04971	1.32932E-028
YJL078C	2.22063	1.02912E-018
YHR047C	1.80103	3.61673E-017
YMR102C	1.76936	5.59615E-021
YIL047C	1.77635	2.52508E-006
YBL008W	1.19912	0.00746
YDR362C	1.291	1.1731E-012
YAR035W	2.4303	2.67207E-037
YML088W	1.28199	0.00016
YKL029C	2.66688	2.03675E-014
YBL075C	1.2076	4.71036E-008
YHR039C	1.14888	3.25262E-008
YHR218W	1.42275	3.7299E-019
YCL073C	1.69878	4.51088E-011
YLL024C	1.81027	4.69753E-010
YDR046C	1.60021	2.6665E-007
YBR063C	1.51501	4.15979E-018
YLR099C	1.36592	1.31214E-017
YEL046C	1.54622	3.13239E-011
YJR095W	1.82021	1.15518E-023
YBR231C	1.26477	3.15776E-016
YIR035C	1.88537	7.5392E-023
YER004W	1.21701	7.88039E-006
YGL152C	1.54297	9.65858E-032
YCR063W	1.94123	3.02455E-027
YHL041W	1.72303	9.75159E-017
YHR095W	1.60478	0.00018
YGL102C	1.33734	8.28502E-017
YDR134C	1.6291	3.14045E-034
YPR064W	1.82202	0.00019
YLR445W	1.85078	4.43969E-010
YLR110C	1.45498	0.00028
YJL212C	1.62598	2.60222E-007
YGR250C	1.83392	4.71638E-027
YPL153C	1.36597	4.33552E-006
YOR384W	2.17877	1.28889E-010
YOR154W	1.69054	3.34159E-027
YDL174C	1.42814	9.40726E-028
YJL172W	1.90259	1.05626E-040
YLL012W	1.79535	6.97007E-016
YLR044C	1.73734	3.91894E-027
YCL036W	2.72771	1.37058E-023
YOR023C	1.144	5.15592E-009
YNR072W	1.68803	8.81819E-011
YMR199W	1.50169	7.73024E-023
YGR108W	1.28722	9.01447E-013
YCR005C	2.50771	1.68807E-039
YGL215W	1.47149	2.53796E-015
YLL063C	1.52373	5.26536E-014
YBR006W	1.2767	4.47915E-021
YDL246C	1.29715	0.00002
YPR065W	1.31918	1.63984E-024
YNL191W	1.38469	3.7207E-010
YMR101C	1.36323	3.57645E-024
YDL209C	1.66179	1.28327E-037
YJL116C	1.81368	1.61214E-027
YDR450W	1.66815	9.59705E-015
YOR344C	1.52749	1.14798E-028
YOL081W	-1.29957	8.10156E-022
YGR161C	1.24906	0.00036
YKL030W	1.25062	0.00074
YDL130W	1.57105	1.67748E-025
YJR097W	1.77942	7.69063E-036
YOL079W	1.49389	9.58404E-012
YBR099C	1.19503	0.00177
YJL169W	1.99088	1.4013E-045
YGL217C	1.97523	5.5071E-006
YLR162W	1.20162	0.00025
YOR029W	1.49764	1.52112E-008
YLR247C	1.36802	1.52838E-010
YDR227W	1.24882	0.00022
YPR117W	1.47981	0.000000005
YGR032W	3.37383	4.51218E-043
YJR151C	1.21638	7.83164E-015
YJR039W	1.59644	1.36617E-032
YNL023C	1.4818	2.6211E-012
YGL008C	1.43083	0.00193
YDR213W	1.53775	2.06311E-007
YIL066C	1.15179	6.3965E-007
YNL221C	1.26174	0.00003
YIL143C	1.24854	2.94191E-022
YLR047C	1.35185	0.00038
YMR008C	1.12671	0.00105
YGR054W	1.79636	7.29488E-006
YPL269W	1.57765	7.74926E-016
YJR046W	1.58337	9.30439E-038
YFR006W	1.09822	6.35309E-010
YCR028C	1.38488	1.32594E-013
YCR065W	2.11523	5.84226E-019
YJL025W	1.41028	2.12835E-008
YJL194W	2.45578	2.48581E-013
YAL038W	1.73396	4.57367E-006
YHR033W	1.4506	0.000004505
YKR048C	1.63562	0.00049
YER145C	1.63129	1.02066E-024
YGR109C	2.22598	9.63033E-030
YPL014W	2.41778	2.22844E-031
YMR305C	1.59262	6.36758E-022
YFR034C	2.42093	9.81016E-032
YBR040W	1.80494	6.20582E-018
YGR153W	1.36516	1.8239E-008
YPR089W	1.47637	5.94329E-028
YLL052C	1.33789	0.000000103
YOR392W	1.46661	0.000000001
YMR252C	1.38187	1.06679E-039
YDL068W	1.3765	3.88525E-006
YDR377W	1.27516	1.75962E-017
YDL184C	1.7766	1.00728E-016
