YJL127W-A	1.53888	0.00003
YDR034W-B	1.45112	0.00029
YAL064C-A	1.29494	0.00004
YOL013W-A	1.85725	4.99169E-015
YDL130W-A	1.93625	1.0644E-033
Q0130	1.76171	1.21238E-009
Q0105	2.44281	4.86242E-011
Q0085	1.40407	0.00005
Q0080	1.77028	5.12941E-010
Q0055	1.66204	1.58385E-012
YOL052C-A	1.43009	4.49652E-011
Q0050	2.30715	0.00016
Q0045	1.35705	0.000000066
Q0017	1.58037	3.02842E-007
YGL178W	1.29808	3.07985E-016
YMR287C	1.61596	1.58013E-008
YGR188C	1.28495	0.00081
YBL014C	1.44685	2.29541E-022
YAL005C	2.43244	1.28741E-028
YHL040C	1.44897	0.00178
YHL038C	1.47686	1.40532E-011
YDR488C	1.68107	1.42144E-010
YDL156W	1.26686	0.00002
YDR299W	1.62635	3.95406E-039
YFL021W	3.15647	7.82027E-022
YER064C	1.65638	1.35926E-043
YKR063C	1.28134	3.15521E-012
YHR070W	1.357	0.00007
YCL017C	1.16161	0.00046
YHL012W	2.39503	4.43641E-018
YLR438W	2.16862	2.88959E-025
YBR287W	1.41753	1.75478E-006
YCR012W	2.4373	9.13892E-012
YOR303W	-1.81275	7.26054E-009
YJL059W	1.43931	1.02773E-024
YML018C	1.47725	1.963E-011
YJR107W	1.23081	0.00022
YLR340W	1.3523	1.92878E-006
YPL079W	1.48413	7.1492E-014
YBR267W	1.25724	3.16222E-019
YBR066C	1.33626	3.98537E-010
YJR104C	1.95013	4.11226E-040
YCL058C	1.79107	1.9755E-015
YOL165C	2.19072	5.81976E-022
YNL259C	1.42446	1.56612E-011
YAL043C	1.81509	1.9249E-006
YMR179W	1.59165	1.0177E-014
YFR022W	2.06105	1.11131E-023
YKR018C	1.34724	3.80454E-012
YLR424W	1.3015	4.25744E-009
YJL069C	1.29077	9.14168E-009
YEL020C	1.78876	8.51137E-039
YGL012W	1.34704	4.80614E-010
YCL037C	1.37064	1.94499E-010
YHR174W	2.13483	5.28337E-011
YMR034C	1.52919	2.92061E-026
YDR451C	3.29184	2.14891E-025
YDL129W	1.35169	0.00011
YMR069W	1.41134	1.52051E-015
YMR193C-A	2.11381	9.2588E-014
YPR038W	1.3978	0.00122
YHL045W	1.6126	8.05963E-018
YLR415C	1.64505	0.000000004
YGL137W	1.17343	0.00217
YBL066C	1.85836	5.1582E-037
YIL130W	1.87515	1.02994E-014
YJL078C	2.29017	1.27968E-039
YHR047C	2.18028	1.25499E-032
YIL047C	1.50416	2.38325E-006
YDR089W	2.54276	3.77832E-031
YDR362C	1.07964	0.00004
YNR053C	1.87051	1.68819E-021
YML088W	-1.15718	0.00751
YBL075C	1.43454	2.81405E-013
YHR039C	1.21708	2.33141E-021
YHR218W	1.09073	0.00596
YCL073C	1.73851	0.000000024
YDR046C	2.3042	1.88807E-017
YIL146C	1.20972	1.38385E-011
YCR072C	1.62844	3.64213E-014
YDR528W	2.16793	9.68252E-034
YBR063C	1.45802	7.03768E-010
YGL126W	1.34353	3.94421E-035
YEL046C	1.20292	0.00104
YJR095W	1.13509	0.0036
YBR231C	1.41277	6.90077E-006
YDR275W	1.50679	5.02634E-036
YER004W	1.1357	0.00226
YGL152C	1.75978	1.39314E-039
YCR063W	1.5709	0.00069
YHL041W	1.6547	9.21688E-008
YGL102C	1.37783	1.4473E-012
YLR445W	2.01348	3.60442E-006
YLR110C	2.0225	5.76862E-019
YJL212C	3.4066	3.11927E-032
YPL153C	1.39719	0.00045
YOR384W	2.40184	0.0001
YOR154W	1.46413	0.00003
YCR088W	1.80936	1.72811E-010
YLL012W	1.41207	0.0001
YPL030W	1.28397	5.46503E-013
YGL179C	1.44821	9.75319E-014
YNR072W	1.5833	0.00005
YGR108W	2.48309	1.18844E-041
YCR005C	1.34588	1.29473E-012
YGL215W	1.29447	3.00826E-012
YLL063C	1.36728	0.000000027
YDL246C	1.3205	0.00089
YPR065W	1.22967	0.00013
YLR215C	1.21162	2.34305E-016
YNL191W	2.00502	2.51945E-032
YMR101C	1.44372	8.98433E-006
YDL209C	1.8621	9.16916E-019
YHR085W	1.33954	0.00011
YDR450W	1.55236	2.90621E-014
YOR344C	2.03752	4.76215E-026
YOL081W	1.19198	5.42443E-011
YGR161C	1.33181	3.24242E-018
YKL030W	1.18383	0.00117
YDL130W	1.3535	2.13998E-014
YJR097W	1.62668	3.36632E-008
YOL079W	1.41286	5.6172E-008
YGL088W	2.58017	6.9151E-033
YBR099C	1.27837	4.40916E-017
YJL169W	1.71304	0.000000002
YKL115C	2.15698	3.87014E-023
YLR162W	1.41015	5.41552E-008
YOR029W	1.27822	0.00684
YDR045C	1.20454	0.00006
YDR227W	1.21197	0.00188
YPR117W	1.93873	1.64592E-015
YGR032W	1.51993	7.79368E-006
YJR151C	1.31344	3.06429E-010
YPR104C	1.82684	6.17437E-027
YGL008C	1.38177	9.32725E-006
YIL066C	1.2648	5.27494E-011
YNL221C	1.3423	6.94171E-006
YIL143C	1.31627	7.87745E-010
YLR047C	1.35664	9.20351E-021
YMR008C	1.49975	5.65056E-038
YGR054W	1.3209	0.00003
YPL269W	1.56023	2.25794E-024
YJR046W	1.18326	0.00005
YCR028C	1.40119	1.09101E-040
YLR121C	-1.11124	0.00024
YGL056C	1.64255	1.49057E-024
YJL025W	1.49996	0.00007
YJL194W	3.81067	3.20673E-039
YAL038W	2.47426	5.01641E-012
YHR033W	2.06623	4.70943E-022
YKR048C	1.59144	0.00016
YER145C	2.73236	6.17866E-035
YGR109C	3.37665	6.69856E-023
YPL014W	1.19932	0.00224
YMR305C	1.21822	0.00098
YFR034C	2.06765	7.96743E-026
YKR013W	1.54621	6.2196E-035
YKR104W	1.95831	5.03004E-024
YBR040W	2.04694	5.30726E-007
YPR089W	1.58024	6.30091E-017
YLL052C	1.28997	3.18104E-010
YOR392W	1.49967	0.00035
YDL068W	1.56781	3.58075E-007
YDR377W	2.10514	2.0474E-026
YDL184C	1.60458	1.13626E-018
YHR205W	1.18599	1.07311E-008
YLR228C	2.02463	1.56458E-032
YMR016C	-1.10949	0.00321
YPL230W	-1.26245	1.8052E-008
YAL067C	1.59609	0.00006
YNL251C	1.24007	0.00275
YCR061W	2.15118	3.52979E-040
YDL003W	2.34097	4.06377E-044
YLR034C	1.18343	0.000001929
YDR254W	1.67369	1.10831E-012
YGR079W	2.2661	1.50165E-028
YKL051W	1.67939	1.18281E-019
YNL164C	1.20557	3.84765E-006
YIR030C	1.55747	1.58127E-017
YLR179C	1.55094	6.26667E-035
YBL072C	2.93112	2.56389E-030
YPR102C	1.51461	6.41376E-027
YLR101C	1.34356	0.00009
YIL141W	1.83075	2.05974E-040
YJR157W	1.46595	3.10328E-009
YIL100W	1.96743	7.15318E-018
YIR009W	1.41335	1.79671E-010
YPR099C	1.20929	0.00101
YHR164C	1.12413	0.00006
YDL195W	1.86826	7.46782E-019
YDR104C	1.29554	8.08777E-006
YLR223C	1.29993	1.36348E-018
YPR049C	1.23046	1.70078E-010
YDR270W	2.19419	8.86664E-026
YLR409C	1.25321	6.25692E-014
YGL073W	1.26298	3.71733E-029
YAL048C	1.30516	3.47526E-013
YKL125W	1.78622	6.28835E-030
YDR419W	1.16423	0.00002
YHL047C	-1.69494	3.97871E-019
YGR138C	3.14149	5.50391E-028
YNL299W	1.37965	7.64772E-010
YEL065W	1.82232	6.75591E-016
YKL217W	1.80321	3.78351E-044
YML043C	1.71753	1.12244E-042
YPR138C	2.42419	9.54284E-043
YGR211W	1.4523	5.64461E-036
YNL234W	1.39777	1.83214E-012
YNL066W	1.62899	6.39786E-031
YML080W	1.15598	0.000009045
YDR222W	3.10975	1.72486E-017
YGR214W	1.43957	4.5906E-013
YGL209W	1.5623	1.52181E-012
YDL205C	1.86903	2.5737E-009
YPL177C	2.06738	1.71944E-038
YJR077C	2.2974	7.08311E-029
YGR060W	1.3132	0.000000086
YDR318W	1.39408	1.32852E-007
YJL043W	1.81409	3.38812E-006
YPL275W	1.49801	0.00109
YEL076C	1.45611	0.001
YOR247W	1.41583	2.65862E-013
YGR148C	1.62671	8.75246E-013
YIL065C	1.54068	3.26371E-035
YLL053C	1.16356	0.00659
YBR064W	1.47265	2.26763E-012
YFL065C	1.59039	8.3256E-011
YLL014W	1.59856	3.95131E-022
YER146W	1.25046	2.92574E-011
YMR256C	2.10704	1.19889E-027
YMR320W	1.48483	1.36363E-012
YAR053W	1.71242	5.93599E-007
YOR121C	1.59923	2.15495E-010
YAR029W	1.44042	0.00002
YJL216C	1.67678	0.00051
YPL258C	1.26982	0.0072
YCR038C	1.43745	1.06799E-009
YBR222C	1.49867	2.60296E-010
YNR056C	1.89163	1.49171E-008
YKL198C	1.62742	2.88912E-012
YPR157W	2.15179	4.42766E-014
YPL151C	1.14808	0.00009
YBR031W	1.37672	5.44203E-019
YLR063W	1.18046	0.00347
YBR105C	1.72954	8.53451E-019
YOR049C	1.31458	0.00011
YOR315W	1.45454	1.16229E-013
YNL231C	1.12136	0.00146
YDL127W	2.08328	1.05347E-009
YIL011W	1.4034	0.00032
YML113W	1.14685	0.00537
YOR383C	1.53514	1.50958E-015
YCL068C	1.52155	9.28776E-014
YML090W	2.06903	9.94892E-025
YKR012C	2.25869	1.33263E-013
YDL118W	1.65421	5.83509E-008
YJL067W	1.62875	1.04616E-024
YBR124W	1.51843	3.0314E-007
YGL177W	1.33411	7.28072E-010
YJL005W	1.97786	4.1579E-022
YER132C	1.21215	5.43386E-019
YML059C	1.48523	2.56392E-010
YOL078W	1.61006	5.17176E-011
YER110C	1.50617	4.1499E-013
YCL027C-A	1.23885	8.08734E-010
YML131W	-1.19647	2.56635E-018
YKR076W	1.7367	2.66247E-044
YOL151W	1.24541	1.39003E-012
YAL012W	1.8415	1.33693E-012
YIL168W	-1.89723	8.02966E-015
YOR338W	1.78195	3.30891E-011
YKL103C	2.2848	6.83161E-039
YLR108C	-1.88558	1.64851E-023
YFL030W	1.81435	7.19953E-023
YGR209C	1.18286	1.39403E-010
YPR167C	1.89913	3.29903E-033
YBR213W	1.60712	0.00333
YKL086W	1.15766	0.00638
YNR034W-A	2.91992	1.07078E-033
YOR298C-A	-1.31554	1.78334E-008
YMR189W	2.31342	2.03188E-042
YML007W	-1.36466	6.47148E-017
YLR260W	-1.43443	3.29347E-022
YHR104W	1.60823	7.48775E-026
YDL021W	1.83879	1.44707E-023
YML087C	1.30124	9.94146E-014
YCR075C	1.18546	0.00343
YLR250W	-1.29004	1.03578E-008
YHR051W	1.26369	1.72911E-010
YOR285W	-1.2007	0.00001
YGR011W	-1.24043	7.42228E-006
YJL144W	-1.6529	0.00002
YMR251W-A	1.42983	4.90005E-013
YIL166C	-1.2208	8.22444E-006
YHL021C	1.34729	0.0017
YPR035W	1.22035	0.00007
YBL033C	-1.29741	2.23545E-027
YHR087W	1.7227	7.56701E-044
YPR026W	1.27425	6.31201E-041
YOL164W	-1.44313	2.50474E-013
YIL056W	-1.87544	3.96491E-007
YFL016C	1.21794	2.93497E-015
YLR345W	-1.17102	0.00083
YKL035W	1.88212	4.37205E-043
YLL039C	-1.4279	1.2505E-012
YNL194C	1.3871	7.68424E-007
YER142C	-1.68832	1.73608E-021
YPR158W	-1.37235	6.33121E-012
YFL061W	-1.68465	1.48063E-009
YEL011W	1.44764	2.08271E-016
YLR149C	1.21067	0.00069
YIL172C	-1.61938	4.45418E-019
YER065C	-1.21614	5.36654E-013
YDL180W	-1.20949	7.38807E-009
YBR293W	-1.50677	6.79006E-019
YLR142W	1.18547	2.0888E-007
YOR059C	-1.53577	1.28374E-019
YKL085W	1.44706	3.80595E-024
YJL167W	1.31076	8.35363E-035
YPL004C	1.25732	2.84714E-023
YGR053C	1.10679	0.00991
YCR004C	1.34435	1.97411E-015
YLL041C	1.39038	8.88903E-028
YKL141W	1.46487	4.46064E-031
YPL052W	-3.00347	1.73307E-036
YPR151C	-1.16234	1.24893E-007
YEL039C	1.33948	4.08066E-007
YPR030W	1.59601	3.1891E-010
YDL215C	-1.26332	1.96157E-010
YIL155C	1.30133	1.07273E-012
YJL057C	-1.31663	9.53999E-009
YDR256C	-1.42447	1.53075E-012
YCL040W	1.55887	1.04296E-015
YNR001C	1.51377	4.59207E-024
YOR176W	1.22226	4.1774E-031
YKL150W	1.78445	5.26761E-017
YOR289W	1.23709	1.21087E-019
YKL026C	1.62883	2.18921E-036
YGL187C	1.33623	0.00000044
YDL110C	1.36816	0.00009
YBR230C	1.43779	9.84752E-021
YFR033C	1.16651	2.86823E-006
YLR304C	1.37388	9.30861E-015
YLR258W	1.49425	3.60613E-011
YOL157C	-1.81009	4.1866E-019
YML130C	-1.43491	4.69609E-017
YHR092C	1.15453	7.15755E-006
YLR058C	1.3971	3.84259E-007
YAL034C	-1.26676	6.50663E-013
YBL045C	1.31663	8.87702E-013
YBR149W	1.29531	8.20278E-041
YNL155W	-1.35932	6.59644E-031
YOL032W	-1.27699	0.00022
YNL195C	1.96717	5.60519E-045
